"","TP","Site","Transect_ID","PQ","Category","Total_cover"
"10807","Dec_2020","EB","EB05","3","Pocilloporidae",0
"10808","Dec_2020","EB","EB05","3","Porites",0
"10809","Dec_2020","EB","EB05","3","Red Turf",0
"10810","Dec_2020","EB","EB05","3","Rubble and Rock",5
"10811","Dec_2020","EB","EB05","3","Sand",9
"10812","Dec_2020","EB","EB05","4","Acanthastrea",0
"10813","Dec_2020","EB","EB05","4","Black Turf",18
"10814","Dec_2020","EB","EB05","4","Branching Acropora",0
"10815","Dec_2020","EB","EB05","4","Encrusting Montipora",1
"10816","Dec_2020","EB","EB05","4","Goniopora",44
"10817","Dec_2020","EB","EB05","4","Green Turf",3
"10818","Dec_2020","EB","EB05","4","Macroalgae",9
"10819","Dec_2020","EB","EB05","4","Other",0
"10820","Dec_2020","EB","EB05","4","Other Turf",2
"10821","Dec_2020","EB","EB05","4","Other benthic invertebrates",0
"10822","Dec_2020","EB","EB05","4","Other hard coral",0
"10823","Dec_2020","EB","EB05","4","Plating Acropora",0
"10824","Dec_2020","EB","EB05","4","Plating Montipora",0
"10825","Dec_2020","EB","EB05","4","Platygyra",9
"10826","Dec_2020","EB","EB05","4","Pocilloporidae",0
"10827","Dec_2020","EB","EB05","4","Porites",1
"10828","Dec_2020","EB","EB05","4","Red Turf",0
"10829","Dec_2020","EB","EB05","4","Rubble and Rock",0
"10830","Dec_2020","EB","EB05","4","Sand",13
"10831","Dec_2020","EB","EB05","5","Acanthastrea",0
"10832","Dec_2020","EB","EB05","5","Black Turf",25
"10833","Dec_2020","EB","EB05","5","Branching Acropora",0
"10834","Dec_2020","EB","EB05","5","Encrusting Montipora",0
"10835","Dec_2020","EB","EB05","5","Goniopora",0
"10836","Dec_2020","EB","EB05","5","Green Turf",13
"10837","Dec_2020","EB","EB05","5","Macroalgae",7
"10838","Dec_2020","EB","EB05","5","Other",0
"10839","Dec_2020","EB","EB05","5","Other Turf",3
"10840","Dec_2020","EB","EB05","5","Other benthic invertebrates",2
"10841","Dec_2020","EB","EB05","5","Other hard coral",0
"10842","Dec_2020","EB","EB05","5","Plating Acropora",40
"10843","Dec_2020","EB","EB05","5","Plating Montipora",2
"10844","Dec_2020","EB","EB05","5","Platygyra",0
"10845","Dec_2020","EB","EB05","5","Pocilloporidae",0
"10846","Dec_2020","EB","EB05","5","Porites",0
"10847","Dec_2020","EB","EB05","5","Red Turf",0
"10848","Dec_2020","EB","EB05","5","Rubble and Rock",0
"10849","Dec_2020","EB","EB05","5","Sand",8
"10850","Dec_2020","EB","EB05","6","Acanthastrea",0
"10851","Dec_2020","EB","EB05","6","Black Turf",26
"10852","Dec_2020","EB","EB05","6","Branching Acropora",0
"10853","Dec_2020","EB","EB05","6","Encrusting Montipora",12
"10854","Dec_2020","EB","EB05","6","Goniopora",0
"10855","Dec_2020","EB","EB05","6","Green Turf",5
"10856","Dec_2020","EB","EB05","6","Macroalgae",14
"10857","Dec_2020","EB","EB05","6","Other",0
"10858","Dec_2020","EB","EB05","6","Other Turf",8
"10859","Dec_2020","EB","EB05","6","Other benthic invertebrates",2
"10860","Dec_2020","EB","EB05","6","Other hard coral",0
"10861","Dec_2020","EB","EB05","6","Plating Acropora",0
"10862","Dec_2020","EB","EB05","6","Plating Montipora",2
"10863","Dec_2020","EB","EB05","6","Platygyra",4
"10864","Dec_2020","EB","EB05","6","Pocilloporidae",3
"10865","Dec_2020","EB","EB05","6","Porites",0
"10866","Dec_2020","EB","EB05","6","Red Turf",0
"10867","Dec_2020","EB","EB05","6","Rubble and Rock",4
"10868","Dec_2020","EB","EB05","6","Sand",20
"10869","Dec_2020","EB","EB05","7","Acanthastrea",0
"10870","Dec_2020","EB","EB05","7","Black Turf",13
"10871","Dec_2020","EB","EB05","7","Branching Acropora",0
"10872","Dec_2020","EB","EB05","7","Encrusting Montipora",55
"10873","Dec_2020","EB","EB05","7","Goniopora",0
"10874","Dec_2020","EB","EB05","7","Green Turf",3
"10875","Dec_2020","EB","EB05","7","Macroalgae",11
"10876","Dec_2020","EB","EB05","7","Other",0
"10877","Dec_2020","EB","EB05","7","Other Turf",3
"10878","Dec_2020","EB","EB05","7","Other benthic invertebrates",2
"10879","Dec_2020","EB","EB05","7","Other hard coral",0
"10880","Dec_2020","EB","EB05","7","Plating Acropora",0
"10881","Dec_2020","EB","EB05","7","Plating Montipora",0
"10882","Dec_2020","EB","EB05","7","Platygyra",0
"10883","Dec_2020","EB","EB05","7","Pocilloporidae",0
"10884","Dec_2020","EB","EB05","7","Porites",0
"10885","Dec_2020","EB","EB05","7","Red Turf",1
"10886","Dec_2020","EB","EB05","7","Rubble and Rock",0
"10887","Dec_2020","EB","EB05","7","Sand",12
"10888","Dec_2020","EB","EB05","8","Acanthastrea",0
"10889","Dec_2020","EB","EB05","8","Black Turf",6
"10890","Dec_2020","EB","EB05","8","Branching Acropora",0
"10891","Dec_2020","EB","EB05","8","Encrusting Montipora",3
"10892","Dec_2020","EB","EB05","8","Goniopora",0
"10893","Dec_2020","EB","EB05","8","Green Turf",5
"10894","Dec_2020","EB","EB05","8","Macroalgae",29
"10895","Dec_2020","EB","EB05","8","Other",0
"10896","Dec_2020","EB","EB05","8","Other Turf",9
"10897","Dec_2020","EB","EB05","8","Other benthic invertebrates",0
"10898","Dec_2020","EB","EB05","8","Other hard coral",0
"10899","Dec_2020","EB","EB05","8","Plating Acropora",0
"10900","Dec_2020","EB","EB05","8","Plating Montipora",0
"10901","Dec_2020","EB","EB05","8","Platygyra",0
"10902","Dec_2020","EB","EB05","8","Pocilloporidae",0
"10903","Dec_2020","EB","EB05","8","Porites",0
"10904","Dec_2020","EB","EB05","8","Red Turf",0
"10905","Dec_2020","EB","EB05","8","Rubble and Rock",0
"10906","Dec_2020","EB","EB05","8","Sand",48
"10907","Dec_2020","EB","EB05","9","Acanthastrea",0
"10908","Dec_2020","EB","EB05","9","Black Turf",18
"10909","Dec_2020","EB","EB05","9","Branching Acropora",0
"10910","Dec_2020","EB","EB05","9","Encrusting Montipora",0
"10911","Dec_2020","EB","EB05","9","Goniopora",1
"10912","Dec_2020","EB","EB05","9","Green Turf",0
"10913","Dec_2020","EB","EB05","9","Macroalgae",4
"10914","Dec_2020","EB","EB05","9","Other",0
"10915","Dec_2020","EB","EB05","9","Other Turf",2
"10916","Dec_2020","EB","EB05","9","Other benthic invertebrates",0
"10917","Dec_2020","EB","EB05","9","Other hard coral",0
"10918","Dec_2020","EB","EB05","9","Plating Acropora",0
"10919","Dec_2020","EB","EB05","9","Plating Montipora",0
"10920","Dec_2020","EB","EB05","9","Platygyra",21
"10921","Dec_2020","EB","EB05","9","Pocilloporidae",0
"10922","Dec_2020","EB","EB05","9","Porites",0
"10923","Dec_2020","EB","EB05","9","Red Turf",0
"10924","Dec_2020","EB","EB05","9","Rubble and Rock",0
"10925","Dec_2020","EB","EB05","9","Sand",54
"10926","Dec_2020","EB","EB06","1","Acanthastrea",0
"10927","Dec_2020","EB","EB06","1","Black Turf",7
"10928","Dec_2020","EB","EB06","1","Branching Acropora",0
"10929","Dec_2020","EB","EB06","1","Encrusting Montipora",11
"10930","Dec_2020","EB","EB06","1","Goniopora",0
"10931","Dec_2020","EB","EB06","1","Green Turf",0
"10932","Dec_2020","EB","EB06","1","Macroalgae",32
"10933","Dec_2020","EB","EB06","1","Other",0
"10934","Dec_2020","EB","EB06","1","Other Turf",12
"10935","Dec_2020","EB","EB06","1","Other benthic invertebrates",1
"10936","Dec_2020","EB","EB06","1","Other hard coral",0
"10937","Dec_2020","EB","EB06","1","Plating Acropora",0
"10938","Dec_2020","EB","EB06","1","Plating Montipora",0
"10939","Dec_2020","EB","EB06","1","Platygyra",0
"10940","Dec_2020","EB","EB06","1","Pocilloporidae",0
"10941","Dec_2020","EB","EB06","1","Porites",0
"10942","Dec_2020","EB","EB06","1","Red Turf",0
"10943","Dec_2020","EB","EB06","1","Rubble and Rock",0
"10944","Dec_2020","EB","EB06","1","Sand",37
"10945","Dec_2020","EB","EB06","10","Acanthastrea",0
"10946","Dec_2020","EB","EB06","10","Black Turf",42
"10947","Dec_2020","EB","EB06","10","Branching Acropora",0
"10948","Dec_2020","EB","EB06","10","Encrusting Montipora",9
"10949","Dec_2020","EB","EB06","10","Goniopora",0
"10950","Dec_2020","EB","EB06","10","Green Turf",1
"10951","Dec_2020","EB","EB06","10","Macroalgae",23
"10952","Dec_2020","EB","EB06","10","Other",0
"10953","Dec_2020","EB","EB06","10","Other Turf",5
"10954","Dec_2020","EB","EB06","10","Other benthic invertebrates",0
"10955","Dec_2020","EB","EB06","10","Other hard coral",0
"10956","Dec_2020","EB","EB06","10","Plating Acropora",0
"10957","Dec_2020","EB","EB06","10","Plating Montipora",0
"10958","Dec_2020","EB","EB06","10","Platygyra",0
"10959","Dec_2020","EB","EB06","10","Pocilloporidae",0
"10960","Dec_2020","EB","EB06","10","Porites",0
"10961","Dec_2020","EB","EB06","10","Red Turf",0
"10962","Dec_2020","EB","EB06","10","Rubble and Rock",0
"10963","Dec_2020","EB","EB06","10","Sand",20
"10964","Dec_2020","EB","EB06","2","Acanthastrea",0
"10965","Dec_2020","EB","EB06","2","Black Turf",1
"10966","Dec_2020","EB","EB06","2","Branching Acropora",0
"10967","Dec_2020","EB","EB06","2","Encrusting Montipora",0
"10968","Dec_2020","EB","EB06","2","Goniopora",0
"10969","Dec_2020","EB","EB06","2","Green Turf",0
"10970","Dec_2020","EB","EB06","2","Macroalgae",9
"10971","Dec_2020","EB","EB06","2","Other",0
"10972","Dec_2020","EB","EB06","2","Other Turf",0
"10973","Dec_2020","EB","EB06","2","Other benthic invertebrates",0
"10974","Dec_2020","EB","EB06","2","Other hard coral",0
"10975","Dec_2020","EB","EB06","2","Plating Acropora",0
"10976","Dec_2020","EB","EB06","2","Plating Montipora",0
"10977","Dec_2020","EB","EB06","2","Platygyra",0
"10978","Dec_2020","EB","EB06","2","Pocilloporidae",0
"10979","Dec_2020","EB","EB06","2","Porites",0
"10980","Dec_2020","EB","EB06","2","Red Turf",0
"10981","Dec_2020","EB","EB06","2","Rubble and Rock",0
"10982","Dec_2020","EB","EB06","2","Sand",90
"10983","Dec_2020","EB","EB06","3","Acanthastrea",0
"10984","Dec_2020","EB","EB06","3","Black Turf",6
"10985","Dec_2020","EB","EB06","3","Branching Acropora",0
"10986","Dec_2020","EB","EB06","3","Encrusting Montipora",0
"10987","Dec_2020","EB","EB06","3","Goniopora",0
"10988","Dec_2020","EB","EB06","3","Green Turf",1
"10989","Dec_2020","EB","EB06","3","Macroalgae",21
"10990","Dec_2020","EB","EB06","3","Other",0
"10991","Dec_2020","EB","EB06","3","Other Turf",6
"10992","Dec_2020","EB","EB06","3","Other benthic invertebrates",0
"10993","Dec_2020","EB","EB06","3","Other hard coral",0
"10994","Dec_2020","EB","EB06","3","Plating Acropora",0
"10995","Dec_2020","EB","EB06","3","Plating Montipora",38
"10996","Dec_2020","EB","EB06","3","Platygyra",0
"10997","Dec_2020","EB","EB06","3","Pocilloporidae",0
"10998","Dec_2020","EB","EB06","3","Porites",0
"10999","Dec_2020","EB","EB06","3","Red Turf",0
"11000","Dec_2020","EB","EB06","3","Rubble and Rock",0
"11001","Dec_2020","EB","EB06","3","Sand",28
"11002","Dec_2020","EB","EB06","4","Acanthastrea",0
"11003","Dec_2020","EB","EB06","4","Black Turf",0
"11004","Dec_2020","EB","EB06","4","Branching Acropora",0
"11005","Dec_2020","EB","EB06","4","Encrusting Montipora",0
"11006","Dec_2020","EB","EB06","4","Goniopora",0
"11007","Dec_2020","EB","EB06","4","Green Turf",0
"11008","Dec_2020","EB","EB06","4","Macroalgae",24
"11009","Dec_2020","EB","EB06","4","Other",0
"11010","Dec_2020","EB","EB06","4","Other Turf",0
"11011","Dec_2020","EB","EB06","4","Other benthic invertebrates",1
"11012","Dec_2020","EB","EB06","4","Other hard coral",0
"11013","Dec_2020","EB","EB06","4","Plating Acropora",0
"11014","Dec_2020","EB","EB06","4","Plating Montipora",0
"11015","Dec_2020","EB","EB06","4","Platygyra",0
"11016","Dec_2020","EB","EB06","4","Pocilloporidae",0
"11017","Dec_2020","EB","EB06","4","Porites",0
"11018","Dec_2020","EB","EB06","4","Red Turf",0
"11019","Dec_2020","EB","EB06","4","Rubble and Rock",1
"11020","Dec_2020","EB","EB06","4","Sand",74
"11021","Dec_2020","EB","EB06","5","Acanthastrea",0
"11022","Dec_2020","EB","EB06","5","Black Turf",2
"11023","Dec_2020","EB","EB06","5","Branching Acropora",0
"11024","Dec_2020","EB","EB06","5","Encrusting Montipora",0
"11025","Dec_2020","EB","EB06","5","Goniopora",0
"11026","Dec_2020","EB","EB06","5","Green Turf",0
"11027","Dec_2020","EB","EB06","5","Macroalgae",6
"11028","Dec_2020","EB","EB06","5","Other",0
"11029","Dec_2020","EB","EB06","5","Other Turf",6
"11030","Dec_2020","EB","EB06","5","Other benthic invertebrates",0
"11031","Dec_2020","EB","EB06","5","Other hard coral",0
"11032","Dec_2020","EB","EB06","5","Plating Acropora",0
"11033","Dec_2020","EB","EB06","5","Plating Montipora",0
"11034","Dec_2020","EB","EB06","5","Platygyra",0
"11035","Dec_2020","EB","EB06","5","Pocilloporidae",0
"11036","Dec_2020","EB","EB06","5","Porites",0
"11037","Dec_2020","EB","EB06","5","Red Turf",0
"11038","Dec_2020","EB","EB06","5","Rubble and Rock",0
"11039","Dec_2020","EB","EB06","5","Sand",86
"11040","Dec_2020","EB","EB06","6","Acanthastrea",0
"11041","Dec_2020","EB","EB06","6","Black Turf",20
"11042","Dec_2020","EB","EB06","6","Branching Acropora",0
"11043","Dec_2020","EB","EB06","6","Encrusting Montipora",0
"11044","Dec_2020","EB","EB06","6","Goniopora",0
"11045","Dec_2020","EB","EB06","6","Green Turf",2
"11046","Dec_2020","EB","EB06","6","Macroalgae",10
"11047","Dec_2020","EB","EB06","6","Other",0
"11048","Dec_2020","EB","EB06","6","Other Turf",15
"11049","Dec_2020","EB","EB06","6","Other benthic invertebrates",8
"11050","Dec_2020","EB","EB06","6","Other hard coral",0
"11051","Dec_2020","EB","EB06","6","Plating Acropora",0
"11052","Dec_2020","EB","EB06","6","Plating Montipora",0
"11053","Dec_2020","EB","EB06","6","Platygyra",0
"11054","Dec_2020","EB","EB06","6","Pocilloporidae",0
"11055","Dec_2020","EB","EB06","6","Porites",0
"11056","Dec_2020","EB","EB06","6","Red Turf",0
"11057","Dec_2020","EB","EB06","6","Rubble and Rock",9
"11058","Dec_2020","EB","EB06","6","Sand",36
"11059","Dec_2020","EB","EB06","7","Acanthastrea",0
"11060","Dec_2020","EB","EB06","7","Black Turf",21
"11061","Dec_2020","EB","EB06","7","Branching Acropora",0
"11062","Dec_2020","EB","EB06","7","Encrusting Montipora",0
"11063","Dec_2020","EB","EB06","7","Goniopora",0
"11064","Dec_2020","EB","EB06","7","Green Turf",3
"11065","Dec_2020","EB","EB06","7","Macroalgae",7
"11066","Dec_2020","EB","EB06","7","Other",0
"11067","Dec_2020","EB","EB06","7","Other Turf",3
"11068","Dec_2020","EB","EB06","7","Other benthic invertebrates",9
"11069","Dec_2020","EB","EB06","7","Other hard coral",0
"11070","Dec_2020","EB","EB06","7","Plating Acropora",0
"11071","Dec_2020","EB","EB06","7","Plating Montipora",0
"11072","Dec_2020","EB","EB06","7","Platygyra",0
"11073","Dec_2020","EB","EB06","7","Pocilloporidae",0
"11074","Dec_2020","EB","EB06","7","Porites",0
"11075","Dec_2020","EB","EB06","7","Red Turf",0
"11076","Dec_2020","EB","EB06","7","Rubble and Rock",0
"11077","Dec_2020","EB","EB06","7","Sand",57
"11078","Dec_2020","EB","EB06","8","Acanthastrea",0
"11079","Dec_2020","EB","EB06","8","Black Turf",7
"11080","Dec_2020","EB","EB06","8","Branching Acropora",0
"11081","Dec_2020","EB","EB06","8","Encrusting Montipora",0
"11082","Dec_2020","EB","EB06","8","Goniopora",0
"11083","Dec_2020","EB","EB06","8","Green Turf",7
"11084","Dec_2020","EB","EB06","8","Macroalgae",21
"11085","Dec_2020","EB","EB06","8","Other",0
"11086","Dec_2020","EB","EB06","8","Other Turf",14
"11087","Dec_2020","EB","EB06","8","Other benthic invertebrates",11
"11088","Dec_2020","EB","EB06","8","Other hard coral",0
"11089","Dec_2020","EB","EB06","8","Plating Acropora",0
"11090","Dec_2020","EB","EB06","8","Plating Montipora",0
"11091","Dec_2020","EB","EB06","8","Platygyra",9
"11092","Dec_2020","EB","EB06","8","Pocilloporidae",0
"11093","Dec_2020","EB","EB06","8","Porites",0
"11094","Dec_2020","EB","EB06","8","Red Turf",0
"11095","Dec_2020","EB","EB06","8","Rubble and Rock",0
"11096","Dec_2020","EB","EB06","8","Sand",31
"11097","Dec_2020","EB","EB06","9","Acanthastrea",0
"11098","Dec_2020","EB","EB06","9","Black Turf",20
"11099","Dec_2020","EB","EB06","9","Branching Acropora",15
"11100","Dec_2020","EB","EB06","9","Encrusting Montipora",0
"11101","Dec_2020","EB","EB06","9","Goniopora",0
"11102","Dec_2020","EB","EB06","9","Green Turf",1
"11103","Dec_2020","EB","EB06","9","Macroalgae",2
"11104","Dec_2020","EB","EB06","9","Other",0
"11105","Dec_2020","EB","EB06","9","Other Turf",8
"11106","Dec_2020","EB","EB06","9","Other benthic invertebrates",0
"11107","Dec_2020","EB","EB06","9","Other hard coral",0
"11108","Dec_2020","EB","EB06","9","Plating Acropora",24
"11109","Dec_2020","EB","EB06","9","Plating Montipora",0
"11110","Dec_2020","EB","EB06","9","Platygyra",9
"11111","Dec_2020","EB","EB06","9","Pocilloporidae",3
"11112","Dec_2020","EB","EB06","9","Porites",0
"11113","Dec_2020","EB","EB06","9","Red Turf",0
"11114","Dec_2020","EB","EB06","9","Rubble and Rock",1
"11115","Dec_2020","EB","EB06","9","Sand",17
"11116","Dec_2020","EB","EB07","1","Acanthastrea",8
"11117","Dec_2020","EB","EB07","1","Black Turf",23
"11118","Dec_2020","EB","EB07","1","Branching Acropora",0
"11119","Dec_2020","EB","EB07","1","Encrusting Montipora",0
"11120","Dec_2020","EB","EB07","1","Goniopora",0
"11121","Dec_2020","EB","EB07","1","Green Turf",2
"11122","Dec_2020","EB","EB07","1","Macroalgae",24
"11123","Dec_2020","EB","EB07","1","Other",0
"11124","Dec_2020","EB","EB07","1","Other Turf",17
"11125","Dec_2020","EB","EB07","1","Other benthic invertebrates",0
"11126","Dec_2020","EB","EB07","1","Other hard coral",0
"11127","Dec_2020","EB","EB07","1","Plating Acropora",0
"11128","Dec_2020","EB","EB07","1","Plating Montipora",0
"11129","Dec_2020","EB","EB07","1","Platygyra",0
"11130","Dec_2020","EB","EB07","1","Pocilloporidae",0
"11131","Dec_2020","EB","EB07","1","Porites",0
"11132","Dec_2020","EB","EB07","1","Red Turf",0
"11133","Dec_2020","EB","EB07","1","Rubble and Rock",0
"11134","Dec_2020","EB","EB07","1","Sand",26
"11135","Dec_2020","EB","EB07","10","Acanthastrea",0
"11136","Dec_2020","EB","EB07","10","Black Turf",0
"11137","Dec_2020","EB","EB07","10","Branching Acropora",0
"11138","Dec_2020","EB","EB07","10","Encrusting Montipora",0
"11139","Dec_2020","EB","EB07","10","Goniopora",0
"11140","Dec_2020","EB","EB07","10","Green Turf",0
"11141","Dec_2020","EB","EB07","10","Macroalgae",0
"11142","Dec_2020","EB","EB07","10","Other",0
"11143","Dec_2020","EB","EB07","10","Other Turf",2
"11144","Dec_2020","EB","EB07","10","Other benthic invertebrates",0
"11145","Dec_2020","EB","EB07","10","Other hard coral",0
"11146","Dec_2020","EB","EB07","10","Plating Acropora",60
"11147","Dec_2020","EB","EB07","10","Plating Montipora",0
"11148","Dec_2020","EB","EB07","10","Platygyra",0
"11149","Dec_2020","EB","EB07","10","Pocilloporidae",0
"11150","Dec_2020","EB","EB07","10","Porites",24
"11151","Dec_2020","EB","EB07","10","Red Turf",0
"11152","Dec_2020","EB","EB07","10","Rubble and Rock",0
"11153","Dec_2020","EB","EB07","10","Sand",14
"11154","Dec_2020","EB","EB07","2","Acanthastrea",33
"11155","Dec_2020","EB","EB07","2","Black Turf",9
"11156","Dec_2020","EB","EB07","2","Branching Acropora",0
"11157","Dec_2020","EB","EB07","2","Encrusting Montipora",0
"11158","Dec_2020","EB","EB07","2","Goniopora",0
"11159","Dec_2020","EB","EB07","2","Green Turf",0
"11160","Dec_2020","EB","EB07","2","Macroalgae",4
"11161","Dec_2020","EB","EB07","2","Other",0
"11162","Dec_2020","EB","EB07","2","Other Turf",15
"11163","Dec_2020","EB","EB07","2","Other benthic invertebrates",0
"11164","Dec_2020","EB","EB07","2","Other hard coral",0
"11165","Dec_2020","EB","EB07","2","Plating Acropora",0
"11166","Dec_2020","EB","EB07","2","Plating Montipora",0
"11167","Dec_2020","EB","EB07","2","Platygyra",0
"11168","Dec_2020","EB","EB07","2","Pocilloporidae",0
"11169","Dec_2020","EB","EB07","2","Porites",0
"11170","Dec_2020","EB","EB07","2","Red Turf",0
"11171","Dec_2020","EB","EB07","2","Rubble and Rock",0
"11172","Dec_2020","EB","EB07","2","Sand",39
"11173","Dec_2020","EB","EB07","3","Acanthastrea",0
"11174","Dec_2020","EB","EB07","3","Black Turf",9
"11175","Dec_2020","EB","EB07","3","Branching Acropora",0
"11176","Dec_2020","EB","EB07","3","Encrusting Montipora",26
"11177","Dec_2020","EB","EB07","3","Goniopora",0
"11178","Dec_2020","EB","EB07","3","Green Turf",0
"11179","Dec_2020","EB","EB07","3","Macroalgae",0
"11180","Dec_2020","EB","EB07","3","Other",0
"11181","Dec_2020","EB","EB07","3","Other Turf",17
"11182","Dec_2020","EB","EB07","3","Other benthic invertebrates",0
"11183","Dec_2020","EB","EB07","3","Other hard coral",0
"11184","Dec_2020","EB","EB07","3","Plating Acropora",0
"11185","Dec_2020","EB","EB07","3","Plating Montipora",0
"11186","Dec_2020","EB","EB07","3","Platygyra",0
"11187","Dec_2020","EB","EB07","3","Pocilloporidae",0
"11188","Dec_2020","EB","EB07","3","Porites",0
"11189","Dec_2020","EB","EB07","3","Red Turf",0
"11190","Dec_2020","EB","EB07","3","Rubble and Rock",5
"11191","Dec_2020","EB","EB07","3","Sand",43
"11192","Dec_2020","EB","EB07","4","Acanthastrea",0
"11193","Dec_2020","EB","EB07","4","Black Turf",10
"11194","Dec_2020","EB","EB07","4","Branching Acropora",0
"11195","Dec_2020","EB","EB07","4","Encrusting Montipora",0
"11196","Dec_2020","EB","EB07","4","Goniopora",0
"11197","Dec_2020","EB","EB07","4","Green Turf",1
"11198","Dec_2020","EB","EB07","4","Macroalgae",3
"11199","Dec_2020","EB","EB07","4","Other",0
"11200","Dec_2020","EB","EB07","4","Other Turf",6
"11201","Dec_2020","EB","EB07","4","Other benthic invertebrates",0
"11202","Dec_2020","EB","EB07","4","Other hard coral",0
"11203","Dec_2020","EB","EB07","4","Plating Acropora",0
"11204","Dec_2020","EB","EB07","4","Plating Montipora",0
"11205","Dec_2020","EB","EB07","4","Platygyra",25
"11206","Dec_2020","EB","EB07","4","Pocilloporidae",0
"11207","Dec_2020","EB","EB07","4","Porites",0
"11208","Dec_2020","EB","EB07","4","Red Turf",0
"11209","Dec_2020","EB","EB07","4","Rubble and Rock",0
"11210","Dec_2020","EB","EB07","4","Sand",55
"11211","Dec_2020","EB","EB07","5","Acanthastrea",0
"11212","Dec_2020","EB","EB07","5","Black Turf",17
"11213","Dec_2020","EB","EB07","5","Branching Acropora",0
"11214","Dec_2020","EB","EB07","5","Encrusting Montipora",9
"11215","Dec_2020","EB","EB07","5","Goniopora",0
"11216","Dec_2020","EB","EB07","5","Green Turf",2
"11217","Dec_2020","EB","EB07","5","Macroalgae",13
"11218","Dec_2020","EB","EB07","5","Other",0
"11219","Dec_2020","EB","EB07","5","Other Turf",9
"11220","Dec_2020","EB","EB07","5","Other benthic invertebrates",0
"11221","Dec_2020","EB","EB07","5","Other hard coral",0
"11222","Dec_2020","EB","EB07","5","Plating Acropora",0
"11223","Dec_2020","EB","EB07","5","Plating Montipora",0
"11224","Dec_2020","EB","EB07","5","Platygyra",8
"11225","Dec_2020","EB","EB07","5","Pocilloporidae",4
"11226","Dec_2020","EB","EB07","5","Porites",0
"11227","Dec_2020","EB","EB07","5","Red Turf",0
"11228","Dec_2020","EB","EB07","5","Rubble and Rock",1
"11229","Dec_2020","EB","EB07","5","Sand",37
"11230","Dec_2020","EB","EB07","6","Acanthastrea",0
"11231","Dec_2020","EB","EB07","6","Black Turf",10
"11232","Dec_2020","EB","EB07","6","Branching Acropora",0
"11233","Dec_2020","EB","EB07","6","Encrusting Montipora",3
"11234","Dec_2020","EB","EB07","6","Goniopora",0
"11235","Dec_2020","EB","EB07","6","Green Turf",6
"11236","Dec_2020","EB","EB07","6","Macroalgae",30
"11237","Dec_2020","EB","EB07","6","Other",0
"11238","Dec_2020","EB","EB07","6","Other Turf",5
"11239","Dec_2020","EB","EB07","6","Other benthic invertebrates",0
"11240","Dec_2020","EB","EB07","6","Other hard coral",0
"11241","Dec_2020","EB","EB07","6","Plating Acropora",0
"11242","Dec_2020","EB","EB07","6","Plating Montipora",36
"11243","Dec_2020","EB","EB07","6","Platygyra",0
"11244","Dec_2020","EB","EB07","6","Pocilloporidae",0
"11245","Dec_2020","EB","EB07","6","Porites",0
"11246","Dec_2020","EB","EB07","6","Red Turf",0
"11247","Dec_2020","EB","EB07","6","Rubble and Rock",5
"11248","Dec_2020","EB","EB07","6","Sand",5
"11249","Dec_2020","EB","EB07","7","Acanthastrea",0
"11250","Dec_2020","EB","EB07","7","Black Turf",7
"11251","Dec_2020","EB","EB07","7","Branching Acropora",0
"11252","Dec_2020","EB","EB07","7","Encrusting Montipora",17
"11253","Dec_2020","EB","EB07","7","Goniopora",0
"11254","Dec_2020","EB","EB07","7","Green Turf",0
"11255","Dec_2020","EB","EB07","7","Macroalgae",32
"11256","Dec_2020","EB","EB07","7","Other",0
"11257","Dec_2020","EB","EB07","7","Other Turf",10
"11258","Dec_2020","EB","EB07","7","Other benthic invertebrates",0
"11259","Dec_2020","EB","EB07","7","Other hard coral",0
"11260","Dec_2020","EB","EB07","7","Plating Acropora",0
"11261","Dec_2020","EB","EB07","7","Plating Montipora",9
"11262","Dec_2020","EB","EB07","7","Platygyra",0
"11263","Dec_2020","EB","EB07","7","Pocilloporidae",0
"11264","Dec_2020","EB","EB07","7","Porites",0
"11265","Dec_2020","EB","EB07","7","Red Turf",0
"11266","Dec_2020","EB","EB07","7","Rubble and Rock",0
"11267","Dec_2020","EB","EB07","7","Sand",25
"11268","Dec_2020","EB","EB07","8","Acanthastrea",0
"11269","Dec_2020","EB","EB07","8","Black Turf",1
"11270","Dec_2020","EB","EB07","8","Branching Acropora",0
"11271","Dec_2020","EB","EB07","8","Encrusting Montipora",0
"11272","Dec_2020","EB","EB07","8","Goniopora",0
"11273","Dec_2020","EB","EB07","8","Green Turf",0
"11274","Dec_2020","EB","EB07","8","Macroalgae",7
"11275","Dec_2020","EB","EB07","8","Other",0
"11276","Dec_2020","EB","EB07","8","Other Turf",3
"11277","Dec_2020","EB","EB07","8","Other benthic invertebrates",0
"11278","Dec_2020","EB","EB07","8","Other hard coral",0
"11279","Dec_2020","EB","EB07","8","Plating Acropora",0
"11280","Dec_2020","EB","EB07","8","Plating Montipora",0
"11281","Dec_2020","EB","EB07","8","Platygyra",0
"11282","Dec_2020","EB","EB07","8","Pocilloporidae",0
"11283","Dec_2020","EB","EB07","8","Porites",0
"11284","Dec_2020","EB","EB07","8","Red Turf",0
"11285","Dec_2020","EB","EB07","8","Rubble and Rock",0
"11286","Dec_2020","EB","EB07","8","Sand",89
"11287","Dec_2020","EB","EB07","9","Acanthastrea",0
"11288","Dec_2020","EB","EB07","9","Black Turf",0
