"","TP","Site","Transect_ID","Main_groups","avg.cover"
"1699","March_2021","EB","EB14","Rubble and Rock",0.2
"1700","March_2021","EB","EB14","Sand",15.3
"1701","March_2021","EB","EB15","Black Turf",1.1
"1702","March_2021","EB","EB15","Green Turf",0.5
"1703","March_2021","EB","EB15","Hard coral",8.3
"1704","March_2021","EB","EB15","Macroalgae",33.8
"1705","March_2021","EB","EB15","Other",0
"1706","March_2021","EB","EB15","Other Turf",10
"1707","March_2021","EB","EB15","Other benthic invertebrates",0
"1708","March_2021","EB","EB15","Red Turf",0.8
"1709","March_2021","EB","EB15","Rubble and Rock",0
"1710","March_2021","EB","EB15","Sand",45.5
"1711","March_2021","SB","SB01","Black Turf",8.9
"1712","March_2021","SB","SB01","Green Turf",2.5
"1713","March_2021","SB","SB01","Hard coral",34.9
"1714","March_2021","SB","SB01","Macroalgae",7.8
"1715","March_2021","SB","SB01","Other",0
"1716","March_2021","SB","SB01","Other Turf",4.4
"1717","March_2021","SB","SB01","Other benthic invertebrates",0.8
"1718","March_2021","SB","SB01","Red Turf",16.7
"1719","March_2021","SB","SB01","Rubble and Rock",0
"1720","March_2021","SB","SB01","Sand",24
"1721","March_2021","SB","SB02","Black Turf",4.9
"1722","March_2021","SB","SB02","Green Turf",2
"1723","March_2021","SB","SB02","Hard coral",33.3
"1724","March_2021","SB","SB02","Macroalgae",13
"1725","March_2021","SB","SB02","Other",0
"1726","March_2021","SB","SB02","Other Turf",3.6
"1727","March_2021","SB","SB02","Other benthic invertebrates",0.6
"1728","March_2021","SB","SB02","Red Turf",16.6
"1729","March_2021","SB","SB02","Rubble and Rock",0.4
"1730","March_2021","SB","SB02","Sand",25.6
"1731","March_2021","SB","SB03","Black Turf",0.3
"1732","March_2021","SB","SB03","Green Turf",2
"1733","March_2021","SB","SB03","Hard coral",4.4
"1734","March_2021","SB","SB03","Macroalgae",73.1
"1735","March_2021","SB","SB03","Other",0
"1736","March_2021","SB","SB03","Other Turf",2.3
"1737","March_2021","SB","SB03","Other benthic invertebrates",0.1
"1738","March_2021","SB","SB03","Red Turf",0.8
"1739","March_2021","SB","SB03","Rubble and Rock",0.1
"1740","March_2021","SB","SB03","Sand",16.9
"1741","March_2021","SB","SB04","Black Turf",0.1
"1742","March_2021","SB","SB04","Green Turf",0.1
"1743","March_2021","SB","SB04","Hard coral",0
"1744","March_2021","SB","SB04","Macroalgae",57.9
"1745","March_2021","SB","SB04","Other",0
"1746","March_2021","SB","SB04","Other Turf",6.5
"1747","March_2021","SB","SB04","Other benthic invertebrates",0
"1748","March_2021","SB","SB04","Red Turf",0.1
"1749","March_2021","SB","SB04","Rubble and Rock",0
"1750","March_2021","SB","SB04","Sand",35.3
"1751","March_2021","SB","SB05","Black Turf",1.9
"1752","March_2021","SB","SB05","Green Turf",1.2
"1753","March_2021","SB","SB05","Hard coral",42.9
"1754","March_2021","SB","SB05","Macroalgae",7.3
"1755","March_2021","SB","SB05","Other",0
"1756","March_2021","SB","SB05","Other Turf",2.1
"1757","March_2021","SB","SB05","Other benthic invertebrates",1.1
"1758","March_2021","SB","SB05","Red Turf",15.6
"1759","March_2021","SB","SB05","Rubble and Rock",0.2
"1760","March_2021","SB","SB05","Sand",27.7
"1761","March_2021","SB","SB06","Black Turf",2.4
"1762","March_2021","SB","SB06","Green Turf",1.1
"1763","March_2021","SB","SB06","Hard coral",28.1
"1764","March_2021","SB","SB06","Macroalgae",24.4
"1765","March_2021","SB","SB06","Other",0
"1766","March_2021","SB","SB06","Other Turf",3.8
"1767","March_2021","SB","SB06","Other benthic invertebrates",0.3
"1768","March_2021","SB","SB06","Red Turf",3.4
"1769","March_2021","SB","SB06","Rubble and Rock",0.1
"1770","March_2021","SB","SB06","Sand",36.4
"1771","March_2021","SB","SB07","Black Turf",3.9
"1772","March_2021","SB","SB07","Green Turf",0.8
"1773","March_2021","SB","SB07","Hard coral",28.5
"1774","March_2021","SB","SB07","Macroalgae",25
"1775","March_2021","SB","SB07","Other",0
"1776","March_2021","SB","SB07","Other Turf",3.7
"1777","March_2021","SB","SB07","Other benthic invertebrates",0.5
"1778","March_2021","SB","SB07","Red Turf",5.3
"1779","March_2021","SB","SB07","Rubble and Rock",0.1
"1780","March_2021","SB","SB07","Sand",32.2
"1781","March_2021","SB","SB08","Black Turf",6.4
"1782","March_2021","SB","SB08","Green Turf",1.4
"1783","March_2021","SB","SB08","Hard coral",53.3
"1784","March_2021","SB","SB08","Macroalgae",12.9
"1785","March_2021","SB","SB08","Other",0
"1786","March_2021","SB","SB08","Other Turf",2.6
"1787","March_2021","SB","SB08","Other benthic invertebrates",0.3
"1788","March_2021","SB","SB08","Red Turf",12.1
"1789","March_2021","SB","SB08","Rubble and Rock",0.2
"1790","March_2021","SB","SB08","Sand",10.8
"1791","March_2021","SB","SB09","Black Turf",4.6
"1792","March_2021","SB","SB09","Green Turf",1
"1793","March_2021","SB","SB09","Hard coral",33.1
"1794","March_2021","SB","SB09","Macroalgae",26.8
"1795","March_2021","SB","SB09","Other",0
"1796","March_2021","SB","SB09","Other Turf",2.5
"1797","March_2021","SB","SB09","Other benthic invertebrates",2.1
"1798","March_2021","SB","SB09","Red Turf",8.4
"1799","March_2021","SB","SB09","Rubble and Rock",0
"1800","March_2021","SB","SB09","Sand",21.5
"1801","March_2021","SB","SB10","Black Turf",1.7
"1802","March_2021","SB","SB10","Green Turf",0.7
"1803","March_2021","SB","SB10","Hard coral",1.6
"1804","March_2021","SB","SB10","Macroalgae",24
"1805","March_2021","SB","SB10","Other",0
"1806","March_2021","SB","SB10","Other Turf",24.8
"1807","March_2021","SB","SB10","Other benthic invertebrates",0
"1808","March_2021","SB","SB10","Red Turf",0.1
"1809","March_2021","SB","SB10","Rubble and Rock",0
"1810","March_2021","SB","SB10","Sand",47.1
"1811","March_2021","SB","SB11","Black Turf",0
"1812","March_2021","SB","SB11","Green Turf",0.4
"1813","March_2021","SB","SB11","Hard coral",0
"1814","March_2021","SB","SB11","Macroalgae",4.5
"1815","March_2021","SB","SB11","Other",0
"1816","March_2021","SB","SB11","Other Turf",4
"1817","March_2021","SB","SB11","Other benthic invertebrates",0
"1818","March_2021","SB","SB11","Red Turf",0
"1819","March_2021","SB","SB11","Rubble and Rock",0.5
"1820","March_2021","SB","SB11","Sand",90.6
"1821","March_2021","SB","SB12","Black Turf",0.2
"1822","March_2021","SB","SB12","Green Turf",1.3
"1823","March_2021","SB","SB12","Hard coral",24.3
"1824","March_2021","SB","SB12","Macroalgae",38.7
"1825","March_2021","SB","SB12","Other",0
"1826","March_2021","SB","SB12","Other Turf",0.7
"1827","March_2021","SB","SB12","Other benthic invertebrates",0.9
"1828","March_2021","SB","SB12","Red Turf",16.7
"1829","March_2021","SB","SB12","Rubble and Rock",0.2
"1830","March_2021","SB","SB12","Sand",17
"1831","March_2021","SB","SB13","Black Turf",2
"1832","March_2021","SB","SB13","Green Turf",0.5
"1833","March_2021","SB","SB13","Hard coral",41.6
"1834","March_2021","SB","SB13","Macroalgae",11.1
"1835","March_2021","SB","SB13","Other",0
"1836","March_2021","SB","SB13","Other Turf",1.7
"1837","March_2021","SB","SB13","Other benthic invertebrates",0.2
"1838","March_2021","SB","SB13","Red Turf",31.4
"1839","March_2021","SB","SB13","Rubble and Rock",0.1
"1840","March_2021","SB","SB13","Sand",11.4
"1841","March_2021","SB","SB14","Black Turf",15.5
"1842","March_2021","SB","SB14","Green Turf",1
"1843","March_2021","SB","SB14","Hard coral",8.3
"1844","March_2021","SB","SB14","Macroalgae",23.1
"1845","March_2021","SB","SB14","Other",0
"1846","March_2021","SB","SB14","Other Turf",11.7
"1847","March_2021","SB","SB14","Other benthic invertebrates",0.5
"1848","March_2021","SB","SB14","Red Turf",0.3
"1849","March_2021","SB","SB14","Rubble and Rock",0.5
"1850","March_2021","SB","SB14","Sand",39.1
"1851","March_2021","SB","SB15","Black Turf",0.6
"1852","March_2021","SB","SB15","Green Turf",0.1
"1853","March_2021","SB","SB15","Hard coral",0
"1854","March_2021","SB","SB15","Macroalgae",43.3
"1855","March_2021","SB","SB15","Other",0
"1856","March_2021","SB","SB15","Other Turf",7.4
"1857","March_2021","SB","SB15","Other benthic invertebrates",0
"1858","March_2021","SB","SB15","Red Turf",0
"1859","March_2021","SB","SB15","Rubble and Rock",0.2
"1860","March_2021","SB","SB15","Sand",48.4
"1861","March_2021","SB","SB16","Black Turf",0.3
"1862","March_2021","SB","SB16","Green Turf",0
"1863","March_2021","SB","SB16","Hard coral",0
"1864","March_2021","SB","SB16","Macroalgae",51.3
"1865","March_2021","SB","SB16","Other",0
"1866","March_2021","SB","SB16","Other Turf",21.3
"1867","March_2021","SB","SB16","Other benthic invertebrates",0
"1868","March_2021","SB","SB16","Red Turf",0
"1869","March_2021","SB","SB16","Rubble and Rock",0
"1870","March_2021","SB","SB16","Sand",27.1
"1871","March_2021","SB","SB17","Black Turf",1.4
"1872","March_2021","SB","SB17","Green Turf",1.3
"1873","March_2021","SB","SB17","Hard coral",57.6
"1874","March_2021","SB","SB17","Macroalgae",19.7
"1875","March_2021","SB","SB17","Other",0
"1876","March_2021","SB","SB17","Other Turf",3.5
"1877","March_2021","SB","SB17","Other benthic invertebrates",0.4
"1878","March_2021","SB","SB17","Red Turf",2.5
"1879","March_2021","SB","SB17","Rubble and Rock",0.3
"1880","March_2021","SB","SB17","Sand",13.3
"1881","March_2021","SB","SB18","Black Turf",3
"1882","March_2021","SB","SB18","Green Turf",1.3
"1883","March_2021","SB","SB18","Hard coral",46.6
"1884","March_2021","SB","SB18","Macroalgae",25
"1885","March_2021","SB","SB18","Other",0
"1886","March_2021","SB","SB18","Other Turf",3.7
"1887","March_2021","SB","SB18","Other benthic invertebrates",1.3
"1888","March_2021","SB","SB18","Red Turf",4.1
"1889","March_2021","SB","SB18","Rubble and Rock",1.4
"1890","March_2021","SB","SB18","Sand",13.6
"1891","March_2021","SB","SB19","Black Turf",1.8
"1892","March_2021","SB","SB19","Green Turf",0.9
"1893","March_2021","SB","SB19","Hard coral",60.1
"1894","March_2021","SB","SB19","Macroalgae",14
"1895","March_2021","SB","SB19","Other",0
"1896","March_2021","SB","SB19","Other Turf",5.7
"1897","March_2021","SB","SB19","Other benthic invertebrates",2
"1898","March_2021","SB","SB19","Red Turf",5.2
"1899","March_2021","SB","SB19","Rubble and Rock",1.2
"1900","March_2021","SB","SB19","Sand",9.1
"1901","March_2021","SB","SB20","Black Turf",2.7
"1902","March_2021","SB","SB20","Green Turf",3.7
"1903","March_2021","SB","SB20","Hard coral",31.1
"1904","March_2021","SB","SB20","Macroalgae",22.4
"1905","March_2021","SB","SB20","Other",0
"1906","March_2021","SB","SB20","Other Turf",10.8
"1907","March_2021","SB","SB20","Other benthic invertebrates",0.8
"1908","March_2021","SB","SB20","Red Turf",3
"1909","March_2021","SB","SB20","Rubble and Rock",2.8
"1910","March_2021","SB","SB20","Sand",22.7
"1911","March_2021","SB","SB21","Black Turf",2.4
"1912","March_2021","SB","SB21","Green Turf",1.8
"1913","March_2021","SB","SB21","Hard coral",17.2
"1914","March_2021","SB","SB21","Macroalgae",5.5
"1915","March_2021","SB","SB21","Other",0
"1916","March_2021","SB","SB21","Other Turf",30.8
"1917","March_2021","SB","SB21","Other benthic invertebrates",0.1
"1918","March_2021","SB","SB21","Red Turf",0.3
"1919","March_2021","SB","SB21","Rubble and Rock",0.7
"1920","March_2021","SB","SB21","Sand",41.2
"1921","March_2021","SB","SB22","Black Turf",14.3
"1922","March_2021","SB","SB22","Green Turf",1.7
"1923","March_2021","SB","SB22","Hard coral",30.1
"1924","March_2021","SB","SB22","Macroalgae",19.3
"1925","March_2021","SB","SB22","Other",0
"1926","March_2021","SB","SB22","Other Turf",7.7
"1927","March_2021","SB","SB22","Other benthic invertebrates",1.3
"1928","March_2021","SB","SB22","Red Turf",4.1
"1929","March_2021","SB","SB22","Rubble and Rock",1.8
"1930","March_2021","SB","SB22","Sand",19.7
"1931","March_2021","SB","SB23","Black Turf",1.9
"1932","March_2021","SB","SB23","Green Turf",0.1
"1933","March_2021","SB","SB23","Hard coral",0
"1934","March_2021","SB","SB23","Macroalgae",70.6
"1935","March_2021","SB","SB23","Other",0
"1936","March_2021","SB","SB23","Other Turf",10.8
"1937","March_2021","SB","SB23","Other benthic invertebrates",0
"1938","March_2021","SB","SB23","Red Turf",0
"1939","March_2021","SB","SB23","Rubble and Rock",0
"1940","March_2021","SB","SB23","Sand",16.6
"1941","March_2021","SB","SB24","Black Turf",3.4
"1942","March_2021","SB","SB24","Green Turf",0.2
"1943","March_2021","SB","SB24","Hard coral",4
"1944","March_2021","SB","SB24","Macroalgae",43.9
"1945","March_2021","SB","SB24","Other",0.2
"1946","March_2021","SB","SB24","Other Turf",12.4
"1947","March_2021","SB","SB24","Other benthic invertebrates",0.5
"1948","March_2021","SB","SB24","Red Turf",1.5
"1949","March_2021","SB","SB24","Rubble and Rock",0.9
"1950","March_2021","SB","SB24","Sand",33
"1951","March_2021","SB","SB25","Black Turf",17.8
"1952","March_2021","SB","SB25","Green Turf",0.8
"1953","March_2021","SB","SB25","Hard coral",5.7
"1954","March_2021","SB","SB25","Macroalgae",10.5
"1955","March_2021","SB","SB25","Other",0
"1956","March_2021","SB","SB25","Other Turf",3
"1957","March_2021","SB","SB25","Other benthic invertebrates",0.6
"1958","March_2021","SB","SB25","Red Turf",1.5
"1959","March_2021","SB","SB25","Rubble and Rock",5.6
"1960","March_2021","SB","SB25","Sand",54.5
"1961","March_2023","CE","EM1","Black Turf",2
"1962","March_2023","CE","EM1","Green Turf",1
"1963","March_2023","CE","EM1","Hard coral",63.2
"1964","March_2023","CE","EM1","Macroalgae",10.6
"1965","March_2023","CE","EM1","Other",0
"1966","March_2023","CE","EM1","Other Turf",14.3
"1967","March_2023","CE","EM1","Other benthic invertebrates",1.4
"1968","March_2023","CE","EM1","Red Turf",0.4
"1969","March_2023","CE","EM1","Rubble and Rock",0.2
"1970","March_2023","CE","EM1","Sand",6.9
"1971","March_2023","CE","EM10","Black Turf",0
"1972","March_2023","CE","EM10","Green Turf",1.8
"1973","March_2023","CE","EM10","Hard coral",11.1
"1974","March_2023","CE","EM10","Macroalgae",16
"1975","March_2023","CE","EM10","Other",0
"1976","March_2023","CE","EM10","Other Turf",3.8
"1977","March_2023","CE","EM10","Other benthic invertebrates",1.5
"1978","March_2023","CE","EM10","Red Turf",0.3
"1979","March_2023","CE","EM10","Rubble and Rock",2.5
"1980","March_2023","CE","EM10","Sand",63
"1981","March_2023","CE","EM2","Black Turf",0.1
"1982","March_2023","CE","EM2","Green Turf",0.2
"1983","March_2023","CE","EM2","Hard coral",15.1
"1984","March_2023","CE","EM2","Macroalgae",23.2
"1985","March_2023","CE","EM2","Other",0
"1986","March_2023","CE","EM2","Other Turf",3.5
"1987","March_2023","CE","EM2","Other benthic invertebrates",4.3
"1988","March_2023","CE","EM2","Red Turf",0
"1989","March_2023","CE","EM2","Rubble and Rock",1.8
"1990","March_2023","CE","EM2","Sand",51.8
"1991","March_2023","CE","EM3","Black Turf",0.9
"1992","March_2023","CE","EM3","Green Turf",0.6
"1993","March_2023","CE","EM3","Hard coral",27.9
"1994","March_2023","CE","EM3","Macroalgae",17.8
"1995","March_2023","CE","EM3","Other",0
"1996","March_2023","CE","EM3","Other Turf",19.4
"1997","March_2023","CE","EM3","Other benthic invertebrates",9.6
"1998","March_2023","CE","EM3","Red Turf",2.6
"1999","March_2023","CE","EM3","Rubble and Rock",1.3
"2000","March_2023","CE","EM3","Sand",19.9
"2001","March_2023","CE","EM4","Black Turf",0.4
"2002","March_2023","CE","EM4","Green Turf",0.7
"2003","March_2023","CE","EM4","Hard coral",38.9
"2004","March_2023","CE","EM4","Macroalgae",13.6
"2005","March_2023","CE","EM4","Other",0
"2006","March_2023","CE","EM4","Other Turf",4.7
"2007","March_2023","CE","EM4","Other benthic invertebrates",6
"2008","March_2023","CE","EM4","Red Turf",11.1
"2009","March_2023","CE","EM4","Rubble and Rock",1.3
"2010","March_2023","CE","EM4","Sand",23.3
"2011","March_2023","CE","EM5","Black Turf",0.2
"2012","March_2023","CE","EM5","Green Turf",2.2
"2013","March_2023","CE","EM5","Hard coral",9.9
"2014","March_2023","CE","EM5","Macroalgae",20.3
"2015","March_2023","CE","EM5","Other",0
"2016","March_2023","CE","EM5","Other Turf",4
"2017","March_2023","CE","EM5","Other benthic invertebrates",6.5
"2018","March_2023","CE","EM5","Red Turf",10.4
"2019","March_2023","CE","EM5","Rubble and Rock",0.2
"2020","March_2023","CE","EM5","Sand",46.3
"2021","March_2023","CE","EM6","Black Turf",0.3
"2022","March_2023","CE","EM6","Green Turf",1.5
"2023","March_2023","CE","EM6","Hard coral",13.3
"2024","March_2023","CE","EM6","Macroalgae",15
"2025","March_2023","CE","EM6","Other",0
"2026","March_2023","CE","EM6","Other Turf",4.5
"2027","March_2023","CE","EM6","Other benthic invertebrates",9.5
"2028","March_2023","CE","EM6","Red Turf",7.5
"2029","March_2023","CE","EM6","Rubble and Rock",2.2
"2030","March_2023","CE","EM6","Sand",46.2
"2031","March_2023","CE","EM7","Black Turf",0
"2032","March_2023","CE","EM7","Green Turf",2
"2033","March_2023","CE","EM7","Hard coral",56.3
"2034","March_2023","CE","EM7","Macroalgae",8.3
"2035","March_2023","CE","EM7","Other",0
"2036","March_2023","CE","EM7","Other Turf",5.4
"2037","March_2023","CE","EM7","Other benthic invertebrates",0.2
"2038","March_2023","CE","EM7","Red Turf",8.4
"2039","March_2023","CE","EM7","Rubble and Rock",1.1
"2040","March_2023","CE","EM7","Sand",18.3
"2041","March_2023","CE","EM8","Black Turf",4.8
"2042","March_2023","CE","EM8","Green Turf",1
"2043","March_2023","CE","EM8","Hard coral",22.6
"2044","March_2023","CE","EM8","Macroalgae",26
"2045","March_2023","CE","EM8","Other",0
"2046","March_2023","CE","EM8","Other Turf",9.2
"2047","March_2023","CE","EM8","Other benthic invertebrates",0.3
"2048","March_2023","CE","EM8","Red Turf",10.7
"2049","March_2023","CE","EM8","Rubble and Rock",1.3
"2050","March_2023","CE","EM8","Sand",24.1
"2051","March_2023","CE","EM9","Black Turf",0.1
"2052","March_2023","CE","EM9","Green Turf",0.8
"2053","March_2023","CE","EM9","Hard coral",0
"2054","March_2023","CE","EM9","Macroalgae",11.4
"2055","March_2023","CE","EM9","Other",0
"2056","March_2023","CE","EM9","Other Turf",1.6
"2057","March_2023","CE","EM9","Other benthic invertebrates",0.1
"2058","March_2023","CE","EM9","Red Turf",1.2
"2059","March_2023","CE","EM9","Rubble and Rock",3.4
"2060","March_2023","CE","EM9","Sand",81.4
"2061","March_2023","EB","EB1","Black Turf",0.5
"2062","March_2023","EB","EB1","Green Turf",1
"2063","March_2023","EB","EB1","Hard coral",41.1
"2064","March_2023","EB","EB1","Macroalgae",13.5
"2065","March_2023","EB","EB1","Other",0
"2066","March_2023","EB","EB1","Other Turf",5.3
"2067","March_2023","EB","EB1","Other benthic invertebrates",2.5
"2068","March_2023","EB","EB1","Red Turf",18.3
"2069","March_2023","EB","EB1","Rubble and Rock",0
"2070","March_2023","EB","EB1","Sand",17.8
"2071","March_2023","EB","EB10","Black Turf",3.3
"2072","March_2023","EB","EB10","Green Turf",0.8
"2073","March_2023","EB","EB10","Hard coral",46.3
"2074","March_2023","EB","EB10","Macroalgae",5.2
"2075","March_2023","EB","EB10","Other",0
"2076","March_2023","EB","EB10","Other Turf",9.7
"2077","March_2023","EB","EB10","Other benthic invertebrates",0.3
"2078","March_2023","EB","EB10","Red Turf",9.4
"2079","March_2023","EB","EB10","Rubble and Rock",0.3
"2080","March_2023","EB","EB10","Sand",24.7
"2081","March_2023","EB","EB11","Black Turf",7
"2082","March_2023","EB","EB11","Green Turf",3.7
"2083","March_2023","EB","EB11","Hard coral",34
"2084","March_2023","EB","EB11","Macroalgae",15.4
"2085","March_2023","EB","EB11","Other",0
"2086","March_2023","EB","EB11","Other Turf",6.6
"2087","March_2023","EB","EB11","Other benthic invertebrates",0.8
"2088","March_2023","EB","EB11","Red Turf",10
"2089","March_2023","EB","EB11","Rubble and Rock",0.2
"2090","March_2023","EB","EB11","Sand",22.3
"2091","March_2023","EB","EB12","Black Turf",0.1
"2092","March_2023","EB","EB12","Green Turf",0.3
"2093","March_2023","EB","EB12","Hard coral",64.6
"2094","March_2023","EB","EB12","Macroalgae",9
"2095","March_2023","EB","EB12","Other",0
"2096","March_2023","EB","EB12","Other Turf",3.1
"2097","March_2023","EB","EB12","Other benthic invertebrates",2.4
"2098","March_2023","EB","EB12","Red Turf",4.3
"2099","March_2023","EB","EB12","Rubble and Rock",0.6
"2100","March_2023","EB","EB12","Sand",15.6
"2101","March_2023","EB","EB13","Black Turf",4.5
"2102","March_2023","EB","EB13","Green Turf",0.1
"2103","March_2023","EB","EB13","Hard coral",0
"2104","March_2023","EB","EB13","Macroalgae",8.3
"2105","March_2023","EB","EB13","Other",0
"2106","March_2023","EB","EB13","Other Turf",19.9
"2107","March_2023","EB","EB13","Other benthic invertebrates",0
"2108","March_2023","EB","EB13","Red Turf",2.4
"2109","March_2023","EB","EB13","Rubble and Rock",11.2
"2110","March_2023","EB","EB13","Sand",53.6
"2111","March_2023","EB","EB14","Black Turf",0.7
"2112","March_2023","EB","EB14","Green Turf",0.5
"2113","March_2023","EB","EB14","Hard coral",61.5
"2114","March_2023","EB","EB14","Macroalgae",9.9
"2115","March_2023","EB","EB14","Other",0
"2116","March_2023","EB","EB14","Other Turf",6
"2117","March_2023","EB","EB14","Other benthic invertebrates",1
"2118","March_2023","EB","EB14","Red Turf",4.5
"2119","March_2023","EB","EB14","Rubble and Rock",0.1
"2120","March_2023","EB","EB14","Sand",15.8
"2121","March_2023","EB","EB15","Black Turf",4.9
"2122","March_2023","EB","EB15","Green Turf",0.9
"2123","March_2023","EB","EB15","Hard coral",18.6
"2124","March_2023","EB","EB15","Macroalgae",21.7
"2125","March_2023","EB","EB15","Other",0
"2126","March_2023","EB","EB15","Other Turf",7
"2127","March_2023","EB","EB15","Other benthic invertebrates",0.3
"2128","March_2023","EB","EB15","Red Turf",14.5
"2129","March_2023","EB","EB15","Rubble and Rock",0.2
"2130","March_2023","EB","EB15","Sand",31.9
"2131","March_2023","EB","EB16","Black Turf",2.5
"2132","March_2023","EB","EB16","Green Turf",0.9
"2133","March_2023","EB","EB16","Hard coral",15.1
"2134","March_2023","EB","EB16","Macroalgae",21.6
"2135","March_2023","EB","EB16","Other",0
"2136","March_2023","EB","EB16","Other Turf",46.7
"2137","March_2023","EB","EB16","Other benthic invertebrates",1.3
"2138","March_2023","EB","EB16","Red Turf",0.5
"2139","March_2023","EB","EB16","Rubble and Rock",2.1
"2140","March_2023","EB","EB16","Sand",9.3
"2141","March_2023","EB","EB17","Black Turf",6
"2142","March_2023","EB","EB17","Green Turf",0.6
"2143","March_2023","EB","EB17","Hard coral",14
"2144","March_2023","EB","EB17","Macroalgae",29.4
"2145","March_2023","EB","EB17","Other",0
"2146","March_2023","EB","EB17","Other Turf",33.5
"2147","March_2023","EB","EB17","Other benthic invertebrates",0.4
"2148","March_2023","EB","EB17","Red Turf",0.4
"2149","March_2023","EB","EB17","Rubble and Rock",1.7
"2150","March_2023","EB","EB17","Sand",14
"2151","March_2023","EB","EB18","Black Turf",2.4
"2152","March_2023","EB","EB18","Green Turf",0.5
"2153","March_2023","EB","EB18","Hard coral",48.4
"2154","March_2023","EB","EB18","Macroalgae",17.5
"2155","March_2023","EB","EB18","Other",0
"2156","March_2023","EB","EB18","Other Turf",21.8
"2157","March_2023","EB","EB18","Other benthic invertebrates",0.5
"2158","March_2023","EB","EB18","Red Turf",1.2
"2159","March_2023","EB","EB18","Rubble and Rock",0.7
"2160","March_2023","EB","EB18","Sand",7
"2161","March_2023","EB","EB19","Black Turf",2.8
"2162","March_2023","EB","EB19","Green Turf",0.4
"2163","March_2023","EB","EB19","Hard coral",40.3
"2164","March_2023","EB","EB19","Macroalgae",25.5
"2165","March_2023","EB","EB19","Other",0
"2166","March_2023","EB","EB19","Other Turf",16.8
"2167","March_2023","EB","EB19","Other benthic invertebrates",1.4
"2168","March_2023","EB","EB19","Red Turf",2.4
"2169","March_2023","EB","EB19","Rubble and Rock",0.2
"2170","March_2023","EB","EB19","Sand",10.2
"2171","March_2023","EB","EB2","Black Turf",0.2
"2172","March_2023","EB","EB2","Green Turf",0.3
"2173","March_2023","EB","EB2","Hard coral",50.6
"2174","March_2023","EB","EB2","Macroalgae",11.9
"2175","March_2023","EB","EB2","Other",0.1
"2176","March_2023","EB","EB2","Other Turf",7.7
"2177","March_2023","EB","EB2","Other benthic invertebrates",1.1
"2178","March_2023","EB","EB2","Red Turf",12.6
"2179","March_2023","EB","EB2","Rubble and Rock",0.2
"2180","March_2023","EB","EB2","Sand",15.3
"2181","March_2023","EB","EB20","Black Turf",1.2
"2182","March_2023","EB","EB20","Green Turf",0.2
"2183","March_2023","EB","EB20","Hard coral",16.7
"2184","March_2023","EB","EB20","Macroalgae",32.3
"2185","March_2023","EB","EB20","Other",0
"2186","March_2023","EB","EB20","Other Turf",19.4
"2187","March_2023","EB","EB20","Other benthic invertebrates",2.1
"2188","March_2023","EB","EB20","Red Turf",4
"2189","March_2023","EB","EB20","Rubble and Rock",16.6
"2190","March_2023","EB","EB20","Sand",7.5
"2191","March_2023","EB","EB21","Black Turf",1.3
"2192","March_2023","EB","EB21","Green Turf",0.2
"2193","March_2023","EB","EB21","Hard coral",66.2
"2194","March_2023","EB","EB21","Macroalgae",6.5
"2195","March_2023","EB","EB21","Other",0
"2196","March_2023","EB","EB21","Other Turf",22
"2197","March_2023","EB","EB21","Other benthic invertebrates",0.1
"2198","March_2023","EB","EB21","Red Turf",0.7
"2199","March_2023","EB","EB21","Rubble and Rock",0.1
"2200","March_2023","EB","EB21","Sand",2.9
"2201","March_2023","EB","EB22","Black Turf",4.1
"2202","March_2023","EB","EB22","Green Turf",0.1
"2203","March_2023","EB","EB22","Hard coral",27.3
"2204","March_2023","EB","EB22","Macroalgae",38.5
"2205","March_2023","EB","EB22","Other",0
"2206","March_2023","EB","EB22","Other Turf",25.9
"2207","March_2023","EB","EB22","Other benthic invertebrates",0.4
"2208","March_2023","EB","EB22","Red Turf",1.8
"2209","March_2023","EB","EB22","Rubble and Rock",0
"2210","March_2023","EB","EB22","Sand",1.9
"2211","March_2023","EB","EB23","Black Turf",7.5
"2212","March_2023","EB","EB23","Green Turf",0.8
"2213","March_2023","EB","EB23","Hard coral",51.6
"2214","March_2023","EB","EB23","Macroalgae",9.4
"2215","March_2023","EB","EB23","Other",0
"2216","March_2023","EB","EB23","Other Turf",26.4
"2217","March_2023","EB","EB23","Other benthic invertebrates",0
"2218","March_2023","EB","EB23","Red Turf",2.4
"2219","March_2023","EB","EB23","Rubble and Rock",0.1
"2220","March_2023","EB","EB23","Sand",1.8
"2221","March_2023","EB","EB24","Black Turf",11
"2222","March_2023","EB","EB24","Green Turf",0
"2223","March_2023","EB","EB24","Hard coral",25
"2224","March_2023","EB","EB24","Macroalgae",9.1
"2225","March_2023","EB","EB24","Other",0
"2226","March_2023","EB","EB24","Other Turf",17.6
"2227","March_2023","EB","EB24","Other benthic invertebrates",0.6
"2228","March_2023","EB","EB24","Red Turf",7.2
"2229","March_2023","EB","EB24","Rubble and Rock",1.5
"2230","March_2023","EB","EB24","Sand",28
"2231","March_2023","EB","EB3","Black Turf",7
"2232","March_2023","EB","EB3","Green Turf",0.1
"2233","March_2023","EB","EB3","Hard coral",43.3
"2234","March_2023","EB","EB3","Macroalgae",18.6
"2235","March_2023","EB","EB3","Other",0
"2236","March_2023","EB","EB3","Other Turf",6.8
"2237","March_2023","EB","EB3","Other benthic invertebrates",1.6
